product_id,product_category,region,current_price,demand_forecast,inventory_level,manufacturing_cost,supply_chain_cost,profit_margin,optimization_result,production_time,inventory_turnover,order_lead_time,supply_chain_risk
259250,Industrial,North America,396.58,2778,636,2257.54,1072.39,-2933.35,Unchanged,6.79,3.46,14.68,Medium
183871,Energy and Building Technology,Africa,2023.23,4904,2150,484.69,671.0,867.54,Improved,4.92,3.61,13.02,High
390791,Automotive,South America,4697.6,7005,3772,632.13,967.79,3097.68,Improved,9.21,2.73,29.37,High
458329,Automotive,North America,3150.3,6862,2166,1080.28,719.68,1350.34,Improved,7.89,1.05,21.45,Low
411004,Industrial,Europe,925.33,5384,4204,1881.71,1211.56,-2167.94,Unchanged,2.47,4.35,13.64,Medium
538202,Automotive,Asia-Pacific,4882.55,3764,941,2993.51,509.37,1379.67,Improved,5.3,4.95,20.17,Medium
100586,Industrial,South America,4069.35,2375,2672,2048.37,1230.57,790.41,Improved,3.4,1.86,20.71,High
406669,Automotive,Asia-Pacific,142.88,6195,3212,1367.19,111.23,-1335.54,Unchanged,1.87,2.3,25.56,Medium
653289,Energy and Building Technology,Africa,4569.2,5990,3958,537.58,1286.87,2744.75,Improved,1.79,4.62,4.37,Medium
173435,Consumer Goods,South America,3619.83,3423,1584,2268.11,226.44,1125.28,Improved,6.19,3.4,14.54,Medium
523095,Consumer Goods,North America,4950.99,5694,3813,568.62,1775.42,2606.95,Improved,2.57,2.27,14.8,High
337686,Automotive,Asia-Pacific,1817.97,4012,770,1908.36,936.23,-1026.62,Unchanged,1.56,4.52,11.89,High
107227,Energy and Building Technology,Africa,219.38,9556,1497,1926.36,685.37,-2392.35,Unchanged,9.83,4.61,11.99,Low
946655,Energy and Building Technology,Asia-Pacific,3956.85,8342,580,2778.51,216.71,961.63,Improved,2.31,4.33,13.78,Low
714966,Consumer Goods,North America,1371.98,2208,875,2714.24,684.8,-2027.06,Unchanged,5.15,0.91,4.48,Low
225366,Energy and Building Technology,Asia-Pacific,3592.48,6545,2088,2867.06,156.88,568.54,Improved,3.27,4.65,19.55,Medium
348973,Automotive,Africa,3746.03,6969,3411,371.46,1786.2,1588.37,Improved,2.84,1.28,28.7,High
612697,Consumer Goods,Europe,3994.18,8137,2365,2393.93,614.99,985.26,Improved,8.0,4.22,18.55,Low
203318,Industrial,Europe,3483.35,6138,2854,1650.05,173.75,1659.55,Improved,7.04,3.44,7.15,Medium
404165,Automotive,Africa,4776.34,7114,2965,827.1,873.25,3075.99,Improved,7.27,4.27,8.44,Medium
239937,Industrial,North America,567.83,2708,1318,455.23,38.52,74.08,Improved,2.81,4.73,29.84,High
911567,Automotive,North America,172.48,6149,4309,2454.66,1555.93,-3838.11,Unchanged,6.74,3.18,10.74,Low
735910,Automotive,Asia-Pacific,4714.17,2211,2017,2443.01,754.22,1516.94,Improved,7.39,2.8,19.53,High
120142,Automotive,North America,4131.37,8534,3253,863.9,1321.06,1946.41,Improved,9.35,5.0,15.53,High
339614,Automotive,Europe,384.99,1075,4070,1271.36,502.07,-1388.44,Unchanged,6.18,2.23,10.67,Low
582254,Consumer Goods,South America,3952.73,1739,4439,628.17,1434.61,1889.95,Improved,3.85,2.12,26.01,High
159596,Automotive,Europe,1640.35,5357,1584,1566.69,1065.66,-992.0,Unchanged,7.09,4.94,5.8,Medium
671630,Consumer Goods,North America,1096.37,6761,1683,2586.01,273.71,-1763.35,Unchanged,1.67,4.85,25.8,Low
493680,Industrial,Asia-Pacific,3227.15,3921,2908,1569.08,787.15,870.92,Improved,9.26,1.27,19.25,High
294212,Industrial,South America,1509.52,8608,2237,137.7,989.58,382.24,Improved,7.61,1.37,15.18,High
247819,Automotive,North America,2796.05,1516,1316,423.87,556.08,1816.1,Improved,3.31,3.25,12.04,Medium
266758,Industrial,Africa,1867.73,4785,4522,408.28,1459.95,-0.5,Unchanged,7.25,2.86,17.59,High
174374,Consumer Goods,Asia-Pacific,802.29,5379,4916,367.89,467.54,-33.14,Unchanged,2.35,3.83,26.57,Medium
833785,Automotive,South America,1192.47,3892,2533,2578.44,1963.36,-3349.33,Unchanged,9.84,4.94,20.09,Medium
358201,Consumer Goods,North America,2156.44,8160,405,1601.7,1076.82,-522.08,Unchanged,7.68,2.39,3.09,Low
527593,Consumer Goods,Africa,4436.56,7284,3995,1707.81,196.48,2532.27,Improved,1.49,2.68,16.59,High
759450,Industrial,South America,3961.41,7338,4946,853.83,805.95,2301.63,Improved,2.25,0.83,6.1,High
225997,Consumer Goods,Africa,2806.54,7731,4024,1900.25,1085.28,-178.99,Unchanged,8.01,0.78,24.99,High
377009,Consumer Goods,Africa,1902.21,9150,2759,384.57,990.23,527.41,Improved,6.35,1.98,13.74,Low
371758,Energy and Building Technology,Africa,454.72,7045,3865,1219.19,110.01,-874.48,Unchanged,6.59,0.72,19.01,Medium
501993,Energy and Building Technology,Europe,881.82,4494,2216,1783.57,1657.14,-2558.89,Unchanged,1.9,1.92,9.28,High
304164,Industrial,North America,2091.88,5117,3238,1557.12,1410.09,-875.33,Unchanged,8.94,1.3,9.34,High
330170,Industrial,Europe,3357.43,1700,1114,1442.39,108.08,1806.96,Improved,1.29,3.5,29.57,High
876944,Energy and Building Technology,Europe,795.6,4620,1008,373.26,481.83,-59.49,Unchanged,2.73,3.71,10.16,Low
167340,Automotive,North America,3254.07,8999,976,167.37,367.05,2719.65,Improved,8.24,1.21,28.71,High
487681,Industrial,Africa,1125.86,4699,2554,2840.26,370.03,-2084.43,Unchanged,2.03,1.4,12.56,Medium
926841,Energy and Building Technology,Europe,3130.34,7656,1856,2976.58,1840.35,-1686.59,Unchanged,1.9,1.73,9.55,Low
830391,Energy and Building Technology,Asia-Pacific,723.73,8764,3563,2104.76,1858.12,-3239.15,Unchanged,8.14,3.67,20.62,Medium
745382,Consumer Goods,Europe,2781.53,8631,3846,2243.21,365.96,172.36,Improved,3.2,3.09,20.96,Medium
142143,Consumer Goods,Europe,1030.19,7090,2456,1641.42,170.77,-782.0,Unchanged,8.8,2.67,18.78,Low
593365,Automotive,South America,3634.39,6248,3143,2231.98,1971.3,-568.89,Unchanged,8.55,4.94,21.96,Medium
759607,Consumer Goods,South America,4336.2,1178,2288,1567.91,1361.8,1406.49,Improved,1.49,4.01,10.39,High
373657,Automotive,Europe,4551.93,3103,4997,58.31,583.31,3910.31,Improved,4.39,4.35,2.82,High
431294,Automotive,Africa,4694.87,4369,1261,2496.92,153.16,2044.79,Improved,6.45,1.92,11.36,High
560477,Automotive,Europe,2742.8,5498,4220,516.88,656.58,1569.34,Improved,1.25,1.84,23.93,Low
738861,Industrial,Africa,2556.46,9143,3269,711.77,593.01,1251.68,Improved,9.0,4.05,17.04,Medium
516621,Industrial,North America,1999.25,4599,4045,1536.51,754.43,-291.69,Unchanged,3.69,1.32,11.1,Low
649282,Automotive,Europe,4261.5,7932,2941,2531.79,100.75,1628.96,Improved,7.15,1.85,17.18,High
234757,Industrial,North America,1130.32,6330,1187,1785.81,817.84,-1473.33,Unchanged,1.09,4.12,9.41,Low
388509,Industrial,North America,617.79,2195,485,561.36,1615.5,-1559.07,Unchanged,8.54,4.92,9.96,High
595671,Energy and Building Technology,South America,2703.07,2675,4943,58.64,1459.19,1185.24,Improved,1.55,3.46,18.21,Low
997731,Industrial,Africa,4876.36,1243,4928,2591.41,1535.39,749.56,Improved,4.54,3.28,21.74,Low
706572,Automotive,North America,4893.27,5936,690,2078.36,873.85,1941.06,Improved,5.23,3.45,28.54,Low
127409,Industrial,South America,4198.06,9849,1611,1383.39,271.01,2543.66,Improved,9.28,3.8,22.25,Medium
904922,Industrial,Europe,176.39,5728,1547,1431.35,1453.94,-2708.9,Unchanged,3.57,4.35,25.39,Medium
393859,Energy and Building Technology,Africa,3802.11,7007,1730,2852.58,1357.47,-407.94,Unchanged,4.48,1.44,26.2,Low
555044,Industrial,Europe,2210.19,3510,1883,2246.76,1888.17,-1924.74,Unchanged,4.87,4.62,19.81,Low
787556,Consumer Goods,Asia-Pacific,1108.63,6976,669,1215.68,1303.04,-1410.09,Unchanged,6.13,3.91,16.05,Low
323331,Industrial,Europe,1481.24,5563,3854,903.48,1656.01,-1078.25,Unchanged,8.97,1.55,22.75,Medium
377993,Consumer Goods,Europe,1709.45,1479,2753,1378.23,739.41,-408.19,Unchanged,5.68,1.08,6.32,High
135881,Consumer Goods,South America,782.0,8859,3432,2343.75,1576.28,-3138.03,Unchanged,6.98,0.84,22.59,Medium
209370,Industrial,North America,1464.19,3113,2792,192.28,1606.37,-334.46,Unchanged,6.05,2.69,28.19,High
683900,Energy and Building Technology,South America,4590.15,8348,3185,972.32,1824.71,1793.12,Improved,3.91,2.44,5.58,High
992178,Consumer Goods,Africa,2604.33,4539,1002,2226.74,1020.63,-643.04,Unchanged,8.15,2.9,27.36,Low
110302,Automotive,Europe,4411.71,5058,3917,1416.42,1190.82,1804.47,Improved,5.4,1.29,16.26,Medium
803853,Consumer Goods,South America,4786.78,9690,2605,1378.16,1175.67,2232.95,Improved,2.23,4.83,23.51,Medium
260406,Energy and Building Technology,South America,340.34,4686,1870,2416.78,570.98,-2647.42,Unchanged,6.63,4.9,11.59,High
201214,Energy and Building Technology,Africa,3038.62,9464,3980,277.4,1381.42,1379.8,Improved,7.03,4.03,16.83,High
224730,Energy and Building Technology,Europe,3341.07,9427,191,2312.75,1673.35,-645.03,Unchanged,4.03,2.51,12.82,High
213675,Industrial,Africa,3436.14,4131,4146,2894.23,317.34,224.57,Improved,4.38,4.49,8.61,Medium
975880,Industrial,North America,548.38,9069,681,2617.82,1069.7,-3139.14,Unchanged,3.23,4.68,26.24,High
230553,Industrial,North America,4523.43,5286,4114,124.56,53.99,4344.88,Improved,7.17,3.1,20.29,Medium
350852,Automotive,Africa,4401.09,3208,2017,1481.98,1196.71,1722.4,Improved,4.66,2.67,8.8,Medium
950832,Automotive,North America,3789.47,2150,4907,193.42,635.59,2960.46,Improved,7.93,4.29,21.83,Medium
500423,Consumer Goods,Europe,4421.17,2438,307,2803.43,1648.91,-31.17,Unchanged,9.8,4.86,7.2,High
481360,Consumer Goods,Asia-Pacific,2363.32,1837,1705,669.47,1604.46,89.39,Improved,5.29,1.03,10.53,High
320258,Automotive,North America,4432.34,6139,1613,2873.56,159.68,1399.1,Improved,5.99,3.1,22.89,High
534343,Energy and Building Technology,North America,2157.4,2770,3388,818.41,1953.5,-614.51,Unchanged,5.2,2.81,8.13,Low
376593,Consumer Goods,Europe,3710.74,6379,3804,874.44,331.69,2504.61,Improved,2.48,4.86,5.12,Medium
543323,Automotive,Europe,960.02,7045,3428,1626.58,1249.16,-1915.72,Unchanged,6.75,2.34,21.18,Medium
551914,Industrial,North America,4206.13,7651,3067,269.03,435.37,3501.73,Improved,9.77,2.33,28.74,Low
862645,Consumer Goods,South America,2766.57,1932,1612,516.29,393.05,1857.23,Improved,9.56,2.35,28.47,Medium
545163,Industrial,Europe,2432.8,8806,309,1378.22,1948.11,-893.53,Unchanged,1.33,2.28,19.39,High
300920,Energy and Building Technology,North America,1292.39,3847,2040,2230.79,1398.04,-2336.44,Unchanged,8.45,0.76,12.71,High
270886,Energy and Building Technology,North America,1878.17,1379,696,721.18,548.13,608.86,Improved,1.32,3.2,21.5,Medium
828822,Industrial,Europe,1313.11,8890,4759,725.09,1162.17,-574.15,Unchanged,6.12,1.93,9.1,Low
639924,Industrial,South America,4137.51,1949,940,2827.44,1811.7,-501.63,Unchanged,1.77,4.89,12.21,Low
376041,Automotive,Europe,3138.12,5417,827,340.73,1757.76,1039.63,Improved,4.68,1.69,19.59,High
495113,Consumer Goods,North America,4035.82,6975,4998,2820.69,952.11,263.02,Improved,2.35,1.44,21.5,Medium
447958,Energy and Building Technology,Europe,3921.36,1326,2470,961.45,641.39,2318.52,Improved,6.51,3.41,6.07,Medium
692383,Industrial,Africa,2567.4,1552,4153,2410.23,1028.13,-870.96,Unchanged,1.67,0.77,10.65,Medium
856398,Energy and Building Technology,South America,1142.0,3909,638,2025.1,450.33,-1333.43,Unchanged,3.4,1.16,16.81,High
350061,Energy and Building Technology,Africa,1841.57,8635,4249,1859.06,1541.76,-1559.25,Unchanged,3.61,4.97,13.43,Medium
274665,Consumer Goods,South America,2676.53,1823,4499,1206.55,272.1,1197.88,Improved,9.62,3.32,3.02,Medium
688463,Industrial,North America,2835.83,6909,810,2442.08,45.82,347.93,Improved,2.32,4.9,29.89,Medium
662703,Consumer Goods,South America,226.44,5502,3718,1611.85,1615.38,-3000.79,Unchanged,4.99,4.48,12.15,Medium
120083,Energy and Building Technology,Asia-Pacific,2751.73,9621,697,1177.46,72.39,1501.88,Improved,9.09,3.52,13.72,Medium
572498,Automotive,Africa,121.49,7132,681,1706.46,1778.17,-3363.14,Unchanged,4.81,3.17,25.47,Medium
536336,Industrial,South America,611.25,7334,4697,668.33,1800.12,-1857.2,Unchanged,8.38,4.89,18.54,High
980654,Consumer Goods,Africa,4139.42,1903,1928,366.16,953.12,2820.14,Improved,8.19,2.75,24.56,Low
726258,Industrial,South America,2141.98,7539,4714,408.11,730.31,1003.56,Improved,2.23,2.14,28.95,High
769714,Industrial,South America,4926.8,4910,1370,1997.5,597.82,2331.48,Improved,8.23,1.21,10.3,High
427129,Automotive,North America,1759.23,5485,4857,1667.77,729.59,-638.13,Unchanged,3.27,0.79,29.78,Low
861114,Energy and Building Technology,Africa,2796.18,4869,4807,2555.74,1459.11,-1218.67,Unchanged,5.26,2.05,27.15,Medium
306492,Automotive,Africa,2697.52,4788,3926,2197.77,367.91,131.84,Improved,4.81,4.34,27.75,Low
494096,Energy and Building Technology,Europe,3940.8,6181,2405,2964.98,809.27,166.55,Improved,1.46,2.52,5.39,High
663425,Industrial,North America,4787.44,8860,4412,2750.87,1389.0,647.57,Improved,6.92,1.93,1.59,High
463265,Industrial,North America,3820.66,7392,1121,2822.95,1795.02,-797.31,Unchanged,4.85,4.78,27.4,Low
961162,Consumer Goods,North America,4166.18,5783,3303,2324.4,1064.28,777.5,Improved,1.11,3.0,19.01,Low
282151,Automotive,Asia-Pacific,2551.49,6105,2810,1313.64,1401.51,-163.66,Unchanged,5.25,4.3,6.13,Medium
681219,Energy and Building Technology,South America,1990.01,2038,2803,710.13,1475.38,-195.5,Unchanged,8.78,1.46,28.0,Medium
106134,Automotive,Africa,4464.28,2123,2572,1189.2,778.35,2496.73,Improved,1.66,1.86,10.34,Low
152229,Industrial,North America,3264.73,9509,2244,2115.69,1081.53,67.51,Improved,6.85,2.4,16.86,Medium
766051,Energy and Building Technology,Africa,3842.04,1078,189,2567.02,827.74,447.28,Improved,6.07,0.91,8.76,High
266472,Consumer Goods,South America,3204.07,7222,1327,1462.31,705.46,1036.3,Improved,4.96,2.28,16.93,High
955067,Energy and Building Technology,Asia-Pacific,4526.51,6730,3629,2642.65,46.8,1837.06,Improved,9.89,3.12,2.88,Medium
286402,Energy and Building Technology,Africa,2166.93,8426,393,2617.06,638.23,-1088.36,Unchanged,7.75,3.02,22.89,High
681460,Consumer Goods,Africa,3032.09,5499,3986,1432.72,1255.68,343.69,Improved,3.26,1.92,7.02,Low
463470,Energy and Building Technology,Asia-Pacific,4521.51,6090,1225,2553.31,1665.65,302.55,Improved,2.87,3.33,14.56,Medium
788859,Industrial,Africa,399.41,5555,273,2868.02,529.83,-2998.44,Unchanged,5.48,2.39,23.13,Low
641433,Energy and Building Technology,Europe,4856.67,7275,4727,2171.22,955.47,1729.98,Improved,1.65,3.27,25.41,Medium
721125,Energy and Building Technology,North America,4508.03,8997,879,2307.09,92.34,2108.6,Improved,1.73,4.27,6.98,High
903371,Energy and Building Technology,North America,4926.88,8326,1029,2013.37,1756.11,1157.4,Improved,9.41,3.24,20.85,Low
786120,Consumer Goods,South America,3648.05,6658,2266,676.02,1803.63,1168.4,Improved,6.61,0.85,8.71,Low
763911,Energy and Building Technology,South America,3636.14,7923,270,2840.59,694.76,100.79,Improved,2.09,0.65,27.97,High
824663,Consumer Goods,Asia-Pacific,4161.59,6486,3034,2571.77,981.93,607.89,Improved,8.19,4.42,5.28,High
735516,Automotive,North America,252.21,2932,1398,469.88,756.29,-973.96,Unchanged,6.98,1.24,15.29,Medium
349691,Industrial,North America,2233.96,9919,3517,1945.0,875.02,-586.06,Unchanged,3.94,3.38,20.29,Low
586634,Automotive,Europe,286.93,7546,3307,2165.46,1453.2,-3331.73,Unchanged,3.29,2.74,12.74,Medium
582957,Automotive,South America,2488.33,4755,2051,298.53,490.31,1699.49,Improved,2.78,2.18,24.92,Low
865729,Automotive,Europe,3054.18,1355,2190,2229.96,1157.15,-332.93,Unchanged,8.4,2.38,2.95,Low
839918,Industrial,South America,3855.81,5988,3903,540.61,995.52,2319.68,Improved,7.84,2.33,8.3,High
562303,Energy and Building Technology,Asia-Pacific,4388.05,6183,3220,582.24,835.05,2970.76,Improved,1.96,1.24,14.54,Medium
956290,Energy and Building Technology,Asia-Pacific,3277.73,4985,1214,1928.32,1606.03,-256.62,Unchanged,6.34,1.26,25.27,Medium
483032,Industrial,South America,1686.85,6936,1358,2073.19,1896.3,-2282.64,Unchanged,2.05,2.66,24.92,High
783072,Consumer Goods,Africa,4613.9,5769,2181,2639.83,764.24,1209.83,Improved,1.35,1.92,19.52,Low
158785,Industrial,North America,1352.35,1317,4223,636.85,1645.02,-929.52,Unchanged,3.14,1.03,27.11,Medium
447731,Consumer Goods,South America,3101.27,8519,4595,2095.01,1089.79,-83.53,Unchanged,5.52,0.89,21.19,Low
202219,Automotive,Asia-Pacific,1899.22,3770,3933,1590.52,1446.28,-1137.58,Unchanged,5.11,2.13,27.7,High
225924,Energy and Building Technology,Europe,230.64,6251,2637,2982.55,1380.12,-4132.03,Unchanged,8.27,4.79,23.83,Low
